Time,Kierunek wiatru,Opad atmosferyczny,Podmuchy wiatru,Pogoda,Prędkość wiatru,Siła wiatru,Temperatura,Widoczność,Wilgotność,Zachmurzenie
2020-12-28 16:00:00,SSE,0.0,43.1,Zachmurzenie,27.7,149.0,6.0,10.0,77.0,91.0
2020-12-28 17:00:00,SSE,0.0,43.3,Pochmurno,28.1,152.0,6.0,10.0,75.0,94.0
2020-12-28 18:00:00,SSE,0.0,43.6,Pochmurno,28.4,155.0,5.9,10.0,73.0,98.0
2020-12-28 19:00:00,SSE,0.0,43.9,Pochmurno,28.6,155.0,4.8,10.0,73.0,86.0
2020-12-28 20:00:00,SSE,0.0,44.3,Pochmurno,28.7,154.0,3.6,10.0,72.0,74.0
2020-12-28 21:00:00,SSE,0.0,44.6,Pochmurno,28.8,153.0,2.5,10.0,72.0,61.0
2020-12-28 22:00:00,SSE,0.0,44.6,Pochmurno,28.8,150.0,3.3,8.9,71.0,69.0
2020-12-28 23:00:00,SSE,0.0,44.6,Pochmurno,28.8,148.0,4.1,7.8,70.0,76.0
2020-12-29 00:00:00,SE,0.0,44.6,Pochmurno,28.8,145.0,4.9,6.7,69.0,84.0
2020-12-29 01:00:00,SE,0.0,44.9,Pochmurno,28.4,145.0,5.7,7.2,69.0,81.0
2020-12-29 02:00:00,SE,0.0,45.1,Częściowa lekka mżawka,28.1,144.0,6.5,7.8,68.0,77.0
2020-12-29 03:00:00,SE,0.0,45.4,Częściowa lekka mżawka,27.7,143.0,7.3,8.3,67.0,74.0
2020-12-29 04:00:00,SSE,0.0,46.0,Częściowa lekka mżawka,29.0,146.0,7.3,7.1,69.0,80.0
2020-12-29 05:00:00,SSE,0.0,46.6,Zachmurzenie,30.4,149.0,7.2,5.9,71.0,85.0
2020-12-29 06:00:00,SSE,0.0,47.2,Zachmurzenie,31.7,152.0,7.2,4.7,73.0,91.0
2020-12-29 07:00:00,SSE,0.0,44.3,Zachmurzenie,30.6,165.0,6.9,4.5,71.0,87.0
2020-12-29 08:00:00,S,0.1,41.4,Lekka mżawka,29.5,179.0,6.7,4.2,69.0,83.0
2020-12-29 09:00:00,SSW,0.2,38.5,Lekka mżawka,28.4,193.0,6.4,4.0,67.0,79.0
2020-12-29 10:00:00,SSW,0.1,35.9,Lekka mżawka,26.8,199.0,6.3,5.4,64.0,62.0
2020-12-29 11:00:00,SSW,0.1,33.2,Częściowa lekka mżawka,25.1,206.0,6.3,6.9,61.0,44.0
2020-12-29 12:00:00,SSW,0.1,30.6,Częściowa lekka mżawka,23.4,212.0,6.2,8.3,58.0,26.0
2020-12-29 13:00:00,SSW,0.0,29.6,Częściowa lekka mżawka,21.6,207.0,6.0,8.9,59.0,19.0
2020-12-29 14:00:00,SSW,0.0,28.7,Częściowe zachmurzenie,19.8,201.0,5.8,9.4,59.0,11.0
2020-12-29 15:00:00,SSW,0.0,27.7,Częściowe zachmurzenie,18.0,196.0,5.6,10.0,59.0,3.0
2020-12-29 16:00:00,S,0.0,27.0,Częściowe zachmurzenie,16.8,188.0,5.4,10.0,62.0,4.0
2020-12-29 17:00:00,S,0.0,26.3,Częściowe zachmurzenie,15.6,180.0,5.1,10.0,65.0,5.0
2020-12-29 18:00:00,S,0.0,25.6,Częściowe zachmurzenie,14.4,172.0,4.9,10.0,67.0,6.0
2020-12-29 19:00:00,S,0.0,22.9,Częściowe zachmurzenie,12.8,172.0,3.5,8.9,72.0,21.0
2020-12-29 20:00:00,S,0.1,20.3,Częściowe zachmurzenie,11.3,171.0,2.1,7.8,76.0,35.0
2020-12-29 21:00:00,S,0.1,17.6,Częściowe zachmurzenie,9.7,170.0,0.7,6.7,81.0,49.0
2020-12-29 22:00:00,S,0.0,20.6,Częściowe zachmurzenie,11.4,177.0,1.4,7.8,79.0,40.0
2020-12-29 23:00:00,S,0.0,23.6,Częściowe zachmurzenie,13.1,184.0,2.0,8.9,78.0,30.0
2020-12-30 00:00:00,S,0.0,26.6,Częściowe zachmurzenie,14.8,190.0,2.7,10.0,77.0,20.0
2020-12-30 01:00:00,S,0.0,24.6,Częściowe zachmurzenie,13.4,186.0,2.9,10.0,80.0,21.0
2020-12-30 02:00:00,S,0.0,22.6,Częściowe zachmurzenie,12.1,182.0,3.2,10.0,83.0,22.0
2020-12-30 03:00:00,S,0.0,20.5,Częściowe zachmurzenie,10.8,177.0,3.4,10.0,86.0,22.0
2020-12-30 04:00:00,SSE,0.0,20.4,Częściowe zachmurzenie,11.0,168.0,3.4,10.0,86.0,38.0
2020-12-30 05:00:00,SSE,0.0,20.3,Częściowe zachmurzenie,11.3,160.0,3.5,10.0,86.0,53.0
2020-12-30 06:00:00,SSE,0.0,20.2,Częściowe zachmurzenie,11.5,151.0,3.5,10.0,86.0,68.0
2020-12-30 07:00:00,SSE,0.0,19.9,Częściowe zachmurzenie,11.6,151.0,3.8,10.0,86.0,78.0
2020-12-30 08:00:00,SSE,0.0,19.7,Pochmurno,11.8,151.0,4.2,10.0,85.0,87.0
2020-12-30 09:00:00,SSE,0.0,19.4,Pochmurno,11.9,152.0,4.5,10.0,85.0,96.0
2020-12-30 10:00:00,SSE,0.0,18.4,Pochmurno,11.4,161.0,4.9,8.2,84.0,93.0
2020-12-30 11:00:00,S,0.1,17.3,Możliwe przelotne deszcze,10.9,171.0,5.4,6.5,82.0,89.0
2020-12-30 12:00:00,S,0.1,16.2,Możliwe przelotne deszcze,10.4,181.0,5.8,4.7,80.0,86.0
2020-12-30 13:00:00,S,0.0,15.0,Możliwe przelotne deszcze,9.7,186.0,5.7,5.4,83.0,88.0
2020-12-30 14:00:00,SSW,0.6,13.8,Lekka mżawka,9.0,191.0,5.6,6.0,86.0,91.0
2020-12-30 15:00:00,SSW,0.8,12.6,Lekka mżawka,8.3,196.0,5.5,6.7,89.0,93.0
2020-12-30 16:00:00,SSW,0.4,11.5,Lekka mżawka,7.6,199.0,5.3,7.0,91.0,95.0
2020-12-30 17:00:00,SSW,1.1,10.4,Lekki deszcz,6.8,201.0,5.2,7.4,93.0,98.0
2020-12-30 18:00:00,SSW,1.5,9.4,Lekki deszcz,6.1,204.0,5.0,7.7,95.0,100.0
2020-12-30 19:00:00,SW,0.8,9.6,Lekki deszcz,6.4,218.0,4.9,8.1,95.0,100.0
2020-12-30 20:00:00,SW,0.4,9.8,Umiarkowane opady deszczu,6.6,232.0,4.7,8.6,94.0,100.0
2020-12-30 21:00:00,WSW,0.6,10.1,Umiarkowane opady deszczu,6.8,246.0,4.6,9.0,94.0,100.0
2020-12-30 22:00:00,WSW,0.3,10.0,Umiarkowane opady deszczu,6.7,258.0,4.2,7.3,94.0,94.0
2020-12-30 23:00:00,W,0.2,9.8,Lekka mżawka,6.6,270.0,3.7,5.7,93.0,88.0
2020-12-31 00:00:00,WNW,0.3,9.7,Lekka mżawka,6.5,282.0,3.3,4.0,93.0,83.0
2020-12-31 01:00:00,W,0.2,9.8,Lekka mżawka,6.4,276.0,2.9,5.4,93.0,69.0
2020-12-31 02:00:00,W,0.1,10.0,Częściowa lekka mżawka,6.2,270.0,2.6,6.9,93.0,55.0
2020-12-31 03:00:00,W,0.1,10.1,Częściowa lekka mżawka,6.1,265.0,2.2,8.3,93.0,41.0
2020-12-31 04:00:00,WSW,0.0,9.7,Częściowa lekka mżawka,5.9,255.0,2.0,8.9,92.0,32.0
2020-12-31 05:00:00,WSW,0.0,9.4,Częściowe zachmurzenie,5.6,246.0,1.7,9.4,90.0,22.0
2020-12-31 06:00:00,WSW,0.0,9.0,Częściowe zachmurzenie,5.4,236.0,1.5,10.0,89.0,13.0
2020-12-31 07:00:00,WSW,0.0,8.2,Częściowe zachmurzenie,5.2,239.0,1.8,10.0,87.0,11.0
2020-12-31 08:00:00,WSW,0.0,7.3,Częściowe zachmurzenie,4.9,241.0,2.0,10.0,84.0,8.0
2020-12-31 09:00:00,WSW,0.0,6.5,Częściowe zachmurzenie,4.7,244.0,2.3,10.0,82.0,6.0
2020-12-31 10:00:00,WSW,0.0,5.3,Częściowe zachmurzenie,3.8,255.0,2.7,10.0,80.0,9.0
2020-12-31 11:00:00,W,0.0,4.1,Częściowe zachmurzenie,3.0,266.0,3.0,10.0,78.0,13.0
2020-12-31 12:00:00,W,0.0,2.9,Częściowe zachmurzenie,2.2,277.0,3.4,10.0,77.0,17.0
2020-12-31 13:00:00,WSW,0.0,3.7,Częściowe zachmurzenie,2.6,242.0,3.2,10.0,78.0,17.0
2020-12-31 14:00:00,SSW,0.0,4.6,Częściowe zachmurzenie,3.1,207.0,3.0,10.0,79.0,18.0
2020-12-31 15:00:00,S,0.0,5.4,Częściowe zachmurzenie,3.6,173.0,2.8,10.0,80.0,18.0
2020-12-31 16:00:00,SSE,0.0,5.4,Częściowe zachmurzenie,3.6,147.0,2.2,10.0,82.0,15.0
2020-12-31 17:00:00,ESE,0.0,5.4,Częściowe zachmurzenie,3.6,122.0,1.6,10.0,83.0,11.0
2020-12-31 18:00:00,E,0.0,5.4,Częściowe zachmurzenie,3.6,97.0,1.0,10.0,85.0,7.0
2020-12-31 19:00:00,E,0.0,5.6,Częściowe zachmurzenie,3.8,90.0,-0.6,10.0,85.0,6.0
2020-12-31 20:00:00,E,0.0,5.9,Częściowe zachmurzenie,4.1,84.0,-2.1,10.0,85.0,4.0
2020-12-31 21:00:00,ENE,0.0,6.1,Częściowe zachmurzenie,4.3,78.0,-3.7,10.0,86.0,3.0
2020-12-31 22:00:00,ENE,0.0,5.9,Częściowe zachmurzenie,4.1,78.0,-1.7,10.0,86.0,3.0
2020-12-31 23:00:00,E,0.0,5.6,Częściowe zachmurzenie,3.8,79.0,0.3,10.0,87.0,3.0
2021-01-01 00:00:00,E,0.0,5.4,Częściowe zachmurzenie,3.6,80.0,2.3,10.0,88.0,3.0
2021-01-01 01:00:00,ENE,0.0,6.1,Częściowe zachmurzenie,4.0,78.0,2.1,10.0,89.0,4.0
2021-01-01 02:00:00,ENE,0.0,6.8,Częściowe zachmurzenie,4.3,76.0,1.8,10.0,89.0,4.0
2021-01-01 03:00:00,ENE,0.0,7.6,Częściowe zachmurzenie,4.7,74.0,1.6,10.0,89.0,5.0
2021-01-01 04:00:00,ENE,0.0,7.7,Częściowe zachmurzenie,4.8,76.0,1.5,10.0,89.0,5.0
2021-01-01 05:00:00,ENE,0.0,7.8,Częściowe zachmurzenie,4.9,78.0,1.3,10.0,89.0,5.0
2021-01-01 06:00:00,E,0.0,7.9,Częściowe zachmurzenie,5.0,81.0,1.2,10.0,89.0,6.0
2021-01-01 07:00:00,E,0.0,6.6,Częściowe zachmurzenie,4.3,82.0,1.5,10.0,86.0,5.0
2021-01-01 08:00:00,E,0.0,5.3,Częściowe zachmurzenie,3.6,84.0,1.8,10.0,84.0,5.0
2021-01-01 09:00:00,E,0.0,4.0,Częściowe zachmurzenie,2.9,86.0,2.1,10.0,82.0,4.0
2021-01-01 10:00:00,ENE,0.0,3.2,Częściowe zachmurzenie,2.4,67.0,2.6,10.0,80.0,4.0
2021-01-01 11:00:00,NE,0.0,2.5,Częściowe zachmurzenie,1.9,49.0,3.0,10.0,77.0,3.0
2021-01-01 12:00:00,NNE,0.0,1.8,Częściowe zachmurzenie,1.4,30.0,3.5,10.0,75.0,3.0
2021-01-01 13:00:00,NE,0.0,2.5,Częściowe zachmurzenie,1.8,48.0,3.2,10.0,76.0,3.0
2021-01-01 14:00:00,ENE,0.0,3.2,Częściowe zachmurzenie,2.2,66.0,3.0,10.0,78.0,4.0
2021-01-01 15:00:00,E,0.0,4.0,Częściowe zachmurzenie,2.5,85.0,2.7,10.0,79.0,5.0
2021-01-01 16:00:00,ESE,0.0,5.8,Częściowe zachmurzenie,3.5,103.0,2.3,10.0,80.0,10.0
2021-01-01 17:00:00,ESE,0.0,7.6,Częściowe zachmurzenie,4.4,121.0,1.8,10.0,81.0,15.0
2021-01-01 18:00:00,SE,0.0,9.4,Częściowe zachmurzenie,5.4,139.0,1.4,10.0,83.0,20.0
2021-01-01 19:00:00,SSE,0.0,10.9,Częściowe zachmurzenie,6.2,146.0,1.2,10.0,83.0,21.0
2021-01-01 20:00:00,SSE,0.0,12.5,Częściowe zachmurzenie,7.1,154.0,1.0,10.0,83.0,22.0
2021-01-01 21:00:00,SSE,0.0,14.0,Częściowe zachmurzenie,7.9,162.0,0.8,10.0,83.0,23.0
2021-01-01 22:00:00,SSE,0.0,14.8,Częściowe zachmurzenie,8.2,167.0,0.5,10.0,85.0,38.0
2021-01-01 23:00:00,S,0.0,15.5,Pochmurno,8.4,173.0,0.1,10.0,87.0,52.0
2021-01-02 00:00:00,S,0.0,16.2,Pochmurno,8.6,178.0,-0.2,10.0,89.0,67.0
2021-01-02 01:00:00,S,0.0,15.4,Pochmurno,8.3,186.0,0.2,10.0,89.0,57.0
2021-01-02 02:00:00,SSW,0.0,14.5,Częściowe zachmurzenie,7.9,194.0,0.6,10.0,89.0,46.0
2021-01-02 03:00:00,SSW,0.0,13.7,Częściowe zachmurzenie,7.6,202.0,1.0,10.0,88.0,36.0
2021-01-02 04:00:00,SSW,0.0,13.3,Częściowe zachmurzenie,7.6,211.0,0.7,10.0,89.0,32.0
2021-01-02 05:00:00,SW,0.0,13.0,Częściowe zachmurzenie,7.6,220.0,0.5,10.0,89.0,28.0
2021-01-02 06:00:00,SW,0.0,12.6,Częściowe zachmurzenie,7.6,229.0,0.2,10.0,89.0,24.0
2021-01-02 07:00:00,WSW,0.0,11.6,Częściowe zachmurzenie,7.2,239.0,0.3,10.0,88.0,25.0
2021-01-02 08:00:00,WSW,0.0,10.7,Częściowe zachmurzenie,6.8,249.0,0.5,10.0,87.0,27.0
2021-01-02 09:00:00,W,0.0,9.7,Częściowe zachmurzenie,6.5,259.0,0.6,10.0,87.0,28.0
2021-01-02 10:00:00,W,0.0,7.7,Częściowe zachmurzenie,5.3,266.0,1.0,10.0,86.0,36.0
2021-01-02 11:00:00,W,0.0,5.6,Częściowe zachmurzenie,4.1,273.0,1.3,10.0,85.0,43.0
2021-01-02 12:00:00,WNW,0.0,3.6,Częściowe zachmurzenie,2.9,281.0,1.7,10.0,84.0,51.0
2021-01-02 13:00:00,SW,0.0,4.4,Częściowe zachmurzenie,3.2,235.0,1.6,10.0,84.0,63.0
2021-01-02 14:00:00,S,0.0,5.3,Częściowe zachmurzenie,3.6,190.0,1.6,10.0,85.0,75.0
2021-01-02 15:00:00,SE,0.0,6.1,Częściowe zachmurzenie,4.0,145.0,1.5,10.0,85.0,87.0
2021-01-02 16:00:00,ESE,0.0,8.0,Częściowe zachmurzenie,5.3,121.0,1.2,8.2,87.0,91.0
2021-01-02 17:00:00,E,0.0,10.0,Pochmurno,6.6,97.0,1.0,6.5,89.0,96.0
2021-01-02 18:00:00,ENE,0.0,11.9,Pochmurno,7.9,72.0,0.7,4.7,92.0,100.0
2021-01-02 19:00:00,ENE,0.0,12.1,Pochmurno,8.0,68.0,-0.7,5.6,91.0,100.0
2021-01-02 20:00:00,ENE,0.0,12.4,Mgła,8.2,63.0,-2.1,6.4,90.0,100.0
2021-01-02 21:00:00,ENE,0.0,12.6,Mgła,8.3,59.0,-3.5,7.3,89.0,100.0
2021-01-02 22:00:00,ENE,0.0,11.9,Mgła,7.4,69.0,-2.5,6.2,90.0,93.0
2021-01-02 23:00:00,E,0.1,11.2,Mgła,6.6,80.0,-1.4,5.1,91.0,86.0
2021-01-03 00:00:00,E,0.1,10.4,Mgła,5.8,91.0,-0.4,4.0,91.0,80.0
2021-01-03 01:00:00,E,0.0,13.0,Mgła,7.1,90.0,0.4,5.4,89.0,71.0
2021-01-03 02:00:00,E,0.0,15.5,Częściowa lekka mżawka,8.4,89.0,1.3,6.9,87.0,63.0
2021-01-03 03:00:00,E,0.0,18.0,Częściowa lekka mżawka,9.7,88.0,2.1,8.3,85.0,55.0
2021-01-03 04:00:00,E,0.0,18.5,Częściowa lekka mżawka,10.1,89.0,2.0,8.9,85.0,65.0
2021-01-03 05:00:00,E,0.0,19.0,Częściowe zachmurzenie,10.4,90.0,1.8,9.4,85.0,74.0
2021-01-03 06:00:00,E,0.0,19.4,Częściowe zachmurzenie,10.8,91.0,1.7,10.0,85.0,83.0
2021-01-03 07:00:00,E,0.0,19.3,Częściowe zachmurzenie,11.0,95.0,2.0,10.0,83.0,77.0
2021-01-03 08:00:00,E,0.0,19.2,Pochmurno,11.3,98.0,2.2,10.0,81.0,72.0
2021-01-03 09:00:00,ESE,0.0,19.1,Pochmurno,11.5,102.0,2.5,10.0,79.0,66.0
2021-01-03 10:00:00,E,0.0,19.2,Pochmurno,11.9,100.0,2.9,10.0,77.0,72.0
2021-01-03 11:00:00,E,0.0,19.3,Częściowe zachmurzenie,12.2,99.0,3.3,10.0,74.0,77.0
2021-01-03 12:00:00,E,0.0,19.4,Częściowe zachmurzenie,12.6,97.0,3.7,10.0,72.0,83.0
2021-01-03 13:00:00,E,0.0,19.8,Częściowe zachmurzenie,12.7,96.0,3.5,10.0,72.0,89.0
2021-01-03 14:00:00,E,0.0,20.2,Pochmurno,12.8,94.0,3.4,10.0,73.0,94.0
2021-01-03 15:00:00,E,0.0,20.5,Pochmurno,13.0,93.0,3.2,10.0,74.0,100.0
2021-01-03 16:00:00,E,0.0,20.2,Pochmurno,12.8,92.0,3.0,10.0,76.0,100.0
2021-01-03 17:00:00,E,0.0,19.8,Pochmurno,12.7,91.0,2.9,10.0,78.0,100.0
2021-01-03 18:00:00,E,0.0,19.4,Pochmurno,12.6,91.0,2.7,10.0,80.0,100.0
2021-01-03 19:00:00,E,0.0,19.8,Pochmurno,13.0,89.0,2.5,9.8,82.0,100.0
2021-01-03 20:00:00,E,0.2,20.2,Pochmurno,13.3,88.0,2.4,9.5,85.0,100.0
2021-01-03 21:00:00,E,0.3,20.5,Pochmurno,13.7,87.0,2.2,9.3,87.0,100.0
2021-01-03 22:00:00,E,0.2,20.9,Pochmurno,14.0,81.0,1.5,8.6,88.0,97.0
2021-01-03 23:00:00,ENE,0.0,21.2,Lekka mżawka,14.4,75.0,0.7,8.0,89.0,93.0
2021-01-04 00:00:00,ENE,0.0,21.6,Lekka mżawka,14.8,68.0,0.0,7.3,89.0,90.0
2021-01-04 01:00:00,ENE,0.0,20.9,Lekka mżawka,14.2,67.0,0.4,8.2,89.0,85.0
2021-01-04 02:00:00,ENE,0.0,20.2,Zachmurzenie,13.6,66.0,0.7,9.1,90.0,79.0
2021-01-04 03:00:00,ENE,0.0,19.4,Zachmurzenie,13.0,65.0,1.1,10.0,90.0,74.0
2021-01-04 04:00:00,ENE,0.0,17.6,Zachmurzenie,11.8,68.0,1.1,10.0,91.0,79.0
2021-01-04 05:00:00,ENE,0.0,15.8,Zachmurzenie,10.6,72.0,1.1,10.0,92.0,84.0
2021-01-04 06:00:00,ENE,0.0,14.0,Zachmurzenie,9.4,75.0,1.1,10.0,93.0,90.0
2021-01-04 07:00:00,ENE,0.0,12.2,Zachmurzenie,8.2,68.0,1.3,8.2,94.0,93.0
2021-01-04 08:00:00,ENE,0.0,10.4,Pochmurno,7.0,61.0,1.5,6.5,95.0,97.0
2021-01-04 09:00:00,NE,0.0,8.6,Pochmurno,5.8,54.0,1.7,4.7,96.0,100.0
2021-01-04 10:00:00,ESE,0.0,8.9,Pochmurno,5.9,120.0,1.9,3.8,96.0,100.0
2021-01-04 11:00:00,S,0.0,9.1,Mgła,6.0,186.0,2.1,2.9,96.0,100.0
2021-01-04 12:00:00,WSW,0.0,9.4,Mgła,6.1,251.0,2.3,2.0,96.0,100.0
2021-01-04 13:00:00,SSW,0.0,10.1,Mgła,6.7,208.0,2.4,2.0,96.0,100.0
2021-01-04 14:00:00,SSE,0.0,10.8,Mgła,7.3,164.0,2.5,2.0,96.0,100.0
2021-01-04 15:00:00,ESE,0.0,11.5,Mgła,7.9,120.0,2.6,2.0,96.0,100.0
2021-01-04 16:00:00,E,0.0,11.3,Mgła,7.7,81.0,2.5,2.0,96.0,100.0
2021-01-04 17:00:00,NE,0.0,11.0,Mgła,7.4,41.0,2.5,2.0,96.0,100.0
2021-01-04 18:00:00,N,0.0,10.8,Mgła,7.2,2.0,2.4,2.0,97.0,100.0
2021-01-04 19:00:00,N,0.0,10.9,Mgła,7.3,8.0,1.0,3.8,96.0,100.0
2021-01-04 20:00:00,NNE,0.0,11.0,Mgła,7.4,13.0,-0.3,5.5,95.0,99.0
2021-01-04 21:00:00,NNE,0.0,11.2,Mgła,7.6,18.0,-1.7,7.3,95.0,99.0
2021-01-04 22:00:00,NNE,0.0,13.8,Mgła,9.0,29.0,-0.4,8.2,94.0,98.0
2021-01-04 23:00:00,NE,0.0,16.4,Pochmurno,10.4,39.0,1.0,9.1,94.0,98.0
2021-01-05 00:00:00,NE,0.0,19.1,Pochmurno,11.9,50.0,2.3,10.0,93.0,98.0
2021-01-05 01:00:00,NE,0.0,20.3,Pochmurno,12.8,48.0,2.4,10.0,93.0,99.0
2021-01-05 02:00:00,NE,0.0,21.5,Pochmurno,13.8,47.0,2.6,10.0,93.0,99.0
2021-01-05 03:00:00,NE,0.0,22.7,Pochmurno,14.8,45.0,2.7,10.0,93.0,100.0
2021-01-05 04:00:00,NE,0.0,24.7,Pochmurno,16.1,43.0,2.9,8.2,94.0,100.0
2021-01-05 05:00:00,NE,0.2,26.8,Możliwe przelotne deszcze,17.4,42.0,3.1,6.5,94.0,100.0
2021-01-05 06:00:00,NE,0.2,28.8,Możliwe przelotne deszcze,18.7,40.0,3.3,4.7,95.0,100.0
2021-01-05 07:00:00,NE,0.1,30.4,Możliwe przelotne deszcze,19.8,41.0,3.6,4.9,95.0,100.0
2021-01-05 08:00:00,NE,0.7,31.9,Lekka mżawka,20.9,41.0,3.9,5.1,95.0,100.0
2021-01-05 09:00:00,NE,0.9,33.5,Lekka mżawka,22.0,42.0,4.2,5.3,95.0,100.0
2021-01-05 10:00:00,NE,0.4,32.6,Lekka mżawka,21.4,49.0,4.5,5.9,95.0,100.0
2021-01-05 11:00:00,ENE,1.9,31.8,Umiarkowane opady deszczu,20.8,57.0,4.7,6.4,95.0,100.0
2021-01-05 12:00:00,ENE,2.6,31.0,Umiarkowane opady deszczu,20.2,64.0,5.0,7.0,94.0,100.0
2021-01-05 13:00:00,ENE,1.3,30.7,Umiarkowane opady deszczu,20.2,72.0,5.0,7.4,93.0,100.0
2021-01-05 14:00:00,E,1.3,30.5,Umiarkowane opady deszczu,20.2,80.0,5.1,7.9,92.0,100.0
2021-01-05 15:00:00,E,1.7,30.2,Umiarkowane opady deszczu,20.2,88.0,5.1,8.3,91.0,100.0
2021-01-05 16:00:00,E,0.8,30.6,Umiarkowane opady deszczu,20.5,90.0,4.9,8.1,90.0,100.0
2021-01-05 17:00:00,E,1.0,31.0,Lekki deszcz,20.9,93.0,4.8,7.9,89.0,100.0
2021-01-05 18:00:00,E,1.3,31.3,Lekki deszcz,21.2,96.0,4.6,7.7,88.0,100.0
2021-01-05 19:00:00,E,0.7,31.2,Lekki deszcz,21.1,100.0,3.4,6.4,88.0,100.0
2021-01-05 20:00:00,ESE,0.5,31.1,Umiarkowane opady deszczu,21.0,103.0,2.3,5.0,88.0,100.0
2021-01-05 21:00:00,ESE,0.7,31.0,Umiarkowane opady deszczu,20.9,106.0,1.1,3.7,88.0,100.0
2021-01-05 22:00:00,ESE,0.4,29.2,Umiarkowane opady deszczu,19.7,105.0,1.5,5.7,89.0,100.0
2021-01-05 23:00:00,ESE,0.1,27.4,Lekki deszcz,18.5,104.0,1.8,7.7,89.0,100.0
2021-01-06 00:00:00,ESE,0.1,25.6,Lekki deszcz,17.3,103.0,2.2,9.7,89.0,100.0
2021-01-06 01:00:00,ESE,0.1,24.1,Lekki deszcz,16.3,108.0,2.7,8.0,90.0,100.0
2021-01-06 02:00:00,ESE,0.0,22.7,Pochmurno,15.4,113.0,3.3,6.4,91.0,100.0
2021-01-06 03:00:00,ESE,0.0,21.2,Pochmurno,14.4,118.0,3.8,4.7,92.0,100.0
2021-01-06 04:00:00,SE,0.0,20.0,Pochmurno,13.6,134.0,3.9,5.6,92.0,100.0
2021-01-06 05:00:00,SSE,0.0,18.8,Lekka mżawka,12.7,149.0,4.1,6.4,92.0,100.0
2021-01-06 06:00:00,SSE,0.0,17.6,Lekka mżawka,11.9,165.0,4.2,7.3,91.0,100.0
2021-01-06 07:00:00,S,0.0,17.3,Lekka mżawka,11.6,178.0,4.3,8.2,90.0,100.0
2021-01-06 08:00:00,S,0.0,16.9,Pochmurno,11.4,190.0,4.3,9.1,88.0,100.0
2021-01-06 09:00:00,SSW,0.0,16.6,Pochmurno,11.2,203.0,4.4,10.0,86.0,100.0
2021-01-06 10:00:00,SSW,0.0,15.6,Pochmurno,10.8,204.0,4.6,10.0,83.0,99.0
2021-01-06 11:00:00,SSW,0.0,14.6,Pochmurno,10.4,205.0,4.7,10.0,81.0,98.0
2021-01-06 12:00:00,SSW,0.0,13.7,Pochmurno,10.1,206.0,4.9,10.0,78.0,97.0
2021-01-06 13:00:00,SSW,0.0,12.1,Pochmurno,8.9,197.0,4.8,10.0,78.0,81.0
2021-01-06 14:00:00,S,0.0,10.6,Pochmurno,7.7,187.0,4.8,10.0,78.0,65.0
2021-01-06 15:00:00,S,0.0,9.0,Pochmurno,6.5,178.0,4.7,10.0,78.0,49.0
2021-01-06 16:00:00,SSE,0.0,8.9,Pochmurno,6.1,165.0,4.3,10.0,80.0,49.0
2021-01-06 17:00:00,SSE,0.0,8.8,Częściowe zachmurzenie,5.8,153.0,3.8,10.0,82.0,48.0
2021-01-06 18:00:00,SE,0.0,8.6,Częściowe zachmurzenie,5.4,140.0,3.4,10.0,84.0,47.0
2021-01-06 19:00:00,ESE,0.0,9.7,Częściowe zachmurzenie,6.0,122.0,3.1,10.0,85.0,60.0
2021-01-06 20:00:00,ESE,0.0,10.8,Częściowe zachmurzenie,6.6,105.0,2.8,10.0,86.0,73.0
2021-01-06 21:00:00,E,0.0,11.9,Częściowe zachmurzenie,7.2,87.0,2.5,10.0,88.0,86.0
2021-01-06 22:00:00,ESE,0.0,15.0,Częściowe zachmurzenie,9.5,115.0,2.2,9.0,90.0,90.0
2021-01-06 23:00:00,SE,0.9,18.1,Lekki deszcz,11.8,143.0,1.8,8.0,93.0,95.0
2021-01-07 00:00:00,S,1.2,21.2,Lekki deszcz,14.0,171.0,1.5,7.0,96.0,100.0
2021-01-07 01:00:00,S,0.6,21.1,Lekki deszcz,14.2,182.0,2.1,7.6,94.0,100.0
2021-01-07 02:00:00,SSW,0.4,21.0,Umiarkowany lub obfity deszcz ze śniegiem,14.3,194.0,2.6,8.1,91.0,100.0
2021-01-07 03:00:00,SSW,0.5,20.9,Umiarkowany lub obfity deszcz ze śniegiem,14.4,206.0,3.2,8.7,89.0,100.0
2021-01-07 04:00:00,SSW,0.3,20.4,Umiarkowany lub obfity deszcz ze śniegiem,14.0,212.0,3.0,8.0,90.0,100.0
2021-01-07 05:00:00,SW,0.0,19.9,Lekki śnieg,13.7,219.0,2.8,7.4,91.0,100.0
2021-01-07 06:00:00,SW,0.0,19.4,Lekki śnieg,13.3,226.0,2.6,6.7,92.0,100.0
2021-01-07 07:00:00,SW,0.0,18.5,Lekki śnieg,12.8,229.0,2.5,7.2,91.0,100.0
2021-01-07 08:00:00,SW,0.0,17.5,Umiarkowane opady śniegu,12.4,232.0,2.5,7.8,90.0,100.0
2021-01-07 09:00:00,WSW,0.0,16.6,Umiarkowane opady śniegu,11.9,236.0,2.4,8.3,89.0,100.0
2021-01-07 10:00:00,WSW,0.0,16.1,Umiarkowane opady śniegu,11.5,239.0,2.3,8.9,89.0,100.0
2021-01-07 11:00:00,WSW,0.0,15.6,Lekki śnieg,11.2,242.0,2.2,9.4,90.0,100.0
